,title,type,release_year,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,word_count,genres_weight
1886,My Mister,SHOW,2018,70,drama,63,1.0,9.1,6043.0,13.025,8.9,9,0.03650024883774565
1887,Bakugan: Battle Planet,SHOW,2018,20,animation,74,4.0,4.9,225.0,14.694,6.8,22,0.006979595304856584
1888,Everybody Knows,MOVIE,2018,132,drama,71,1.0,6.9,34365.0,11.374,6.5,15,0.03650024883774565
1889,Dave Chappelle,SHOW,2017,66,comedy,92,1.0,8.7,2798.0,4.516,7.6,14,0.022292220482381074
1890,Damnation,SHOW,2017,43,western,92,1.0,7.6,8313.0,9.193,7.0,9,0.10511877450444873
1891,Innocent,SHOW,2017,51,drama,68,1.0,8.4,17727.0,7.297,8.1,8,0.03650024883774565
1892,Great News,SHOW,2017,21,comedy,92,2.0,7.0,6810.0,8.665,6.5,10,0.022292220482381074
1893,22 July,MOVIE,2018,143,thriller,92,1.0,6.8,33609.0,33.575,7.2,7,0.08545452338467888
1894,Falls Around Her,MOVIE,2018,100,drama,84,1.0,6.3,127.0,1.339,7.0,16,0.03650024883774565
1895,Better Than Us,SHOW,2018,52,scifi,49,2.0,7.3,8792.0,14.306,7.4,14,0.10741293713508855
1896,Insatiable,SHOW,2018,46,drama,92,2.0,6.5,28006.0,81.348,7.9,10,0.03650024883774565
1897,Sand Castle,MOVIE,2017,113,war,85,1.0,6.3,23158.0,27.077,6.5,11,0.11031402109658546
1899,Explained,SHOW,2018,21,documentation,92,3.0,8.0,9079.0,11.637,7.7,9,0.016963451197455785
1900,Buster's Mal Heart,MOVIE,2017,96,drama,92,1.0,6.2,10490.0,6.82,6.2,18,0.03650024883774565
1901,The Toys That Made Us,SHOW,2017,45,documentation,92,3.0,8.0,5651.0,5.924,7.7,21,0.016963451197455785
1902,On Body and Soul,MOVIE,2017,116,drama,90,1.0,7.5,27504.0,7.285,7.2,16,0.03650024883774565
1903,Ben Is Back,MOVIE,2018,103,drama,92,1.0,6.7,21735.0,12.478,6.6,11,0.03650024883774565
1904,Perfume,SHOW,2018,58,crime,89,1.0,7.1,8536.0,17.902,6.9,7,0.05329376206256145
1905,Mr. Sunshine,SHOW,2018,76,drama,63,1.0,8.7,7054.0,16.097,8.516,12,0.03650024883774565
1906,Private Life,MOVIE,2018,123,comedy,92,1.0,7.2,19023.0,7.974,7.0,12,0.022292220482381074
1907,Mirage,MOVIE,2018,129,fantasy,60,1.0,7.4,54188.0,19.839,7.5,6,0.055241979534612726
1908,Ravenous,MOVIE,2017,103,drama,84,1.0,5.8,9205.0,10.328,5.8,8,0.03650024883774565
1909,RBG,MOVIE,2018,98,documentation,92,1.0,7.6,14182.0,8.258,7.6,3,0.016963451197455785
1910,An Evening with Beverly Luff Linn,MOVIE,2018,108,crime,91,1.0,5.8,5457.0,5.109,5.8,33,0.05329376206256145
1911,Friends from College,SHOW,2017,30,comedy,92,2.0,6.9,20555.0,6.906,6.5,20,0.022292220482381074
1912,Mary Magdalene,MOVIE,2018,120,drama,92,1.0,5.9,10364.0,54.725,6.3,14,0.03650024883774565
1913,Disjointed,SHOW,2017,28,comedy,92,2.0,6.7,10153.0,14.558,5.8,10,0.022292220482381074
1914,Sisters,SHOW,2017,39,drama,83,1.0,7.4,1756.0,3.589,8.6,7,0.03650024883774565
1915,Dumplin',MOVIE,2018,110,comedy,92,1.0,6.5,33689.0,11.4,6.8,8,0.022292220482381074
1916,Tau,MOVIE,2018,97,scifi,92,1.0,5.8,31218.0,10.801,6.2,3,0.10741293713508855
1917,Creeped Out,SHOW,2017,26,scifi,84,2.0,6.6,1890.0,24.556,7.3,11,0.10741293713508855
1918,Skins,MOVIE,2017,78,drama,60,1.0,6.1,5892.0,14.034,6.6,5,0.03650024883774565
1919,Wormwood,SHOW,2017,43,crime,92,1.0,7.0,4239.0,1.898,6.2,8,0.05329376206256145
1920,Duck Butter,MOVIE,2018,94,comedy,92,1.0,5.2,3978.0,10.766,5.5,11,0.022292220482381074
1922,The Zookeeper's Wife,MOVIE,2017,126,war,69,1.0,7.0,43091.0,23.231,7.4,20,0.11031402109658546
1923,"Game Over, Man!",MOVIE,2018,100,comedy,92,1.0,5.4,30218.0,14.358,5.5,15,0.022292220482381074
1924,Polly Pocket,SHOW,2018,15,fantasy,92,3.0,6.0,125.0,11.971,6.8,12,0.055241979534612726
1925,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,MOVIE,2018,74,comedy,92,1.0,7.1,2616.0,3.734,6.6,83,0.022292220482381074
1926,Victoria & Abdul,MOVIE,2017,111,drama,91,1.0,6.8,35690.0,11.743,7.0,16,0.03650024883774565
1927,Hampstead,MOVIE,2017,102,comedy,91,1.0,6.0,6449.0,10.323,6.0,9,0.022292220482381074
1928,Hannah Gadsby: Nanette,MOVIE,2018,69,comedy,83,1.0,8.1,12375.0,7.538,8.1,22,0.022292220482381074
1929,War Machine,MOVIE,2017,122,drama,92,1.0,6.0,46276.0,12.235,5.552,11,0.03650024883774565
1930,Bad Genius,MOVIE,2017,130,comedy,34,1.0,7.6,20571.0,20.398,8.0,10,0.022292220482381074
1931,Norm Macdonald Has a Show,SHOW,2018,30,comedy,92,1.0,8.5,3593.0,2.09,8.2,25,0.022292220482381074
1932,Kakegurui,SHOW,2017,24,drama,74,2.0,7.2,9035.0,54.832,8.3,9,0.03650024883774565
1933,Al Hayba,SHOW,2017,44,drama,87,5.0,7.3,1288.0,70.264,6.3,8,0.03650024883774565
1934,The Kissing Booth,MOVIE,2018,105,comedy,91,1.0,5.9,82858.0,77.096,7.3,17,0.022292220482381074
1935,Tidelands,SHOW,2018,42,scifi,83,1.0,6.8,7876.0,16.069,6.8,9,0.10741293713508855
1936,The Forgiven,MOVIE,2018,115,thriller,91,1.0,5.9,2479.0,6.197,6.1,12,0.08545452338467888
1937,Gypsy,SHOW,2017,59,drama,92,1.0,6.8,16229.0,13.857,6.4,5,0.03650024883774565
1938,King of Thieves,MOVIE,2018,108,drama,91,1.0,5.5,14418.0,9.215,5.4,15,0.03650024883774565
1940,The Titan,MOVIE,2018,97,scifi,92,1.0,4.8,30698.0,17.97,5.4,9,0.10741293713508855
1941,Security,MOVIE,2017,87,thriller,92,1.0,5.7,18943.0,31.419,6.2,8,0.08545452338467888
1942,Transformers: Cyberverse,SHOW,2018,11,action,92,3.0,6.6,359.0,7.273,6.6,24,0.061918114174040764
1943,Mowgli: Legend of the Jungle,MOVIE,2018,105,action,91,1.0,6.5,61622.0,24.646,6.5,28,0.061918114174040764
1944,Abstract: The Art of Design,SHOW,2017,45,documentation,92,2.0,8.4,5306.0,12.42,8.0,27,0.016963451197455785
1945,A Futile and Stupid Gesture,MOVIE,2018,101,comedy,92,1.0,6.7,16158.0,10.633,6.5,27,0.022292220482381074
1946,White Gold,SHOW,2017,29,comedy,91,2.0,7.4,11233.0,5.878,6.9,10,0.022292220482381074
1947,How It Ends,MOVIE,2018,113,scifi,92,1.0,5.0,52709.0,18.214,5.3,11,0.10741293713508855
1948,Death Note,MOVIE,2017,101,horror,92,1.0,4.5,84119.0,22.306,4.2,10,0.15172426350096502
1949,Wanderlust,SHOW,2018,57,drama,21,1.0,7.0,5312.0,5.968,6.5,10,0.03650024883774565
1950,The Boss Baby: Back in Business,SHOW,2018,23,action,92,4.0,6.4,3736.0,82.194,7.0,31,0.061918114174040764
1951,The After Party,MOVIE,2018,89,comedy,92,1.0,5.7,4405.0,10.276,6.2,15,0.022292220482381074
1952,Perfect Bid: The Contestant Who Knew Too Much,MOVIE,2017,72,documentation,84,1.0,6.5,2665.0,4.334,6.5,45,0.016963451197455785
1953,The Other Side of the Wind,MOVIE,2018,122,drama,62,1.0,6.7,7104.0,7.453,6.7,26,0.03650024883774565
1954,Unauthorized Living,SHOW,2018,75,drama,60,2.0,7.4,4764.0,29.714,7.3,19,0.03650024883774565
1955,To the Bone,MOVIE,2017,107,drama,92,1.0,6.8,47025.0,22.167,7.2,11,0.03650024883774565
1956,Goon: Last of the Enforcers,MOVIE,2017,101,comedy,84,1.0,5.8,13717.0,13.329,5.7,27,0.022292220482381074
1957,The Innocent Man,SHOW,2018,47,documentation,92,1.0,7.3,5950.0,6.592,7.0,16,0.016963451197455785
1958,Unit 42,SHOW,2017,48,crime,76,2.0,6.9,2387.0,9.078,6.6,7,0.05329376206256145
1959,Numberblocks,SHOW,2017,5,animation,91,5.0,8.6,212.0,10.667,9.5,12,0.006979595304856584
1960,Hot Girls Wanted: Turned On,SHOW,2017,47,documentation,92,1.0,6.6,2210.0,13.181,7.1,27,0.016963451197455785
1961,We the Animals,MOVIE,2018,94,drama,92,1.0,6.9,4303.0,6.702,6.5,14,0.03650024883774565
1962,Reversing Roe,MOVIE,2018,99,documentation,92,1.0,7.5,1400.0,4.004,7.5,13,0.016963451197455785
1963,Beyond Skyline,MOVIE,2017,105,scifi,91,1.0,5.3,21834.0,10.535,5.2,14,0.10741293713508855
1964,VeggieTales in the City,SHOW,2017,23,comedy,92,3.0,5.5,113.0,2.839,7.6,23,0.022292220482381074
1965,Valor,SHOW,2017,42,drama,92,1.0,5.8,3184.0,5.658,6.5,5,0.03650024883774565
1966,The Bar,MOVIE,2017,102,horror,60,1.0,6.3,26370.0,11.671,6.3,7,0.15172426350096502
1967,The Hollow,SHOW,2018,24,comedy,84,2.0,7.1,4266.0,10.299,7.1,10,0.022292220482381074
1968,Errementari: The Blacksmith and the Devil,MOVIE,2018,98,drama,60,1.0,6.4,11653.0,15.977,6.377,41,0.03650024883774565
1969,Illang: The Wolf Brigade,MOVIE,2018,139,action,63,1.0,5.9,5138.0,17.354,6.4,24,0.061918114174040764
1970,Shirkers,MOVIE,2018,96,documentation,64,1.0,7.4,5145.0,6.081,7.5,8,0.016963451197455785
1971,A Bad Moms Christmas,MOVIE,2017,104,comedy,92,1.0,5.6,49478.0,20.005,6.3,20,0.022292220482381074
1972,B: The Beginning,SHOW,2018,25,scifi,74,2.0,7.1,4844.0,18.671,7.8,16,0.10741293713508855
1973,Hotel Transylvania: The Series,SHOW,2017,15,family,92,2.0,5.3,717.0,17.661,7.2,30,0.011507228433050508
1974,Welcome Home,MOVIE,2018,97,thriller,92,1.0,5.2,7597.0,24.328,5.2,12,0.08545452338467888
1975,The Hook Up Plan,SHOW,2018,27,comedy,77,3.0,7.1,5386.0,11.69,7.7,16,0.022292220482381074
1976,Piercing,MOVIE,2018,82,thriller,92,1.0,5.5,7598.0,8.611,5.8,8,0.08545452338467888
1977,The Outsider,MOVIE,2018,120,drama,92,1.0,6.2,25608.0,11.155,6.2,12,0.03650024883774565
1978,Car Masters: Rust to Riches,SHOW,2018,37,reality,92,4.0,8.4,10058.0,18.216,7.7,27,0.009158442882633552
1979,Indian Horse,MOVIE,2018,96,drama,84,1.0,7.2,2171.0,6.194,7.3,12,0.03650024883774565
1980,On My Block,SHOW,2018,29,comedy,92,4.0,7.9,16106.0,31.784,8.5,11,0.022292220482381074
1981,Spy Kids: Mission Critical,SHOW,2018,25,animation,92,3.0,4.7,382.0,7.221,8.4,26,0.006979595304856584
1982,Andhadhun,MOVIE,2018,139,thriller,75,1.0,8.2,90237.0,13.893,7.7,9,0.08545452338467888
1983,Unicorn Store,MOVIE,2017,92,drama,92,1.0,5.5,19444.0,8.72,6.0,13,0.03650024883774565
1984,Hot Date,SHOW,2017,19,comedy,92,2.0,7.1,633.0,1.692,6.6,8,0.022292220482381074
1985,My Happy Family,MOVIE,2017,119,drama,50,1.0,7.4,3865.0,3.593,6.9,15,0.03650024883774565
1986,Paradise PD,SHOW,2018,27,comedy,92,4.0,6.8,17779.0,29.709,7.6,11,0.022292220482381074
1987,Cloudy with a Chance of Meatballs,SHOW,2017,11,action,84,2.0,3.4,750.0,8.75,5.6,33,0.061918114174040764
1988,Newness,MOVIE,2017,112,romance,92,1.0,6.3,16654.0,34.214,6.1,7,0.0394984402121797
1989,Monster High: Electrified,MOVIE,2017,72,family,92,1.0,5.3,320.0,20.596,7.2,25,0.011507228433050508
1990,No Escape Room,MOVIE,2018,85,thriller,92,1.0,5.0,4403.0,16.09,6.342,14,0.08545452338467888
1991,Somewhere Between,SHOW,2017,42,drama,92,1.0,6.2,5957.0,14.04,6.5,17,0.03650024883774565
1992,Baby,SHOW,2018,45,drama,71,3.0,6.8,11202.0,38.201,8.0,4,0.03650024883774565
1993,Sick Note,SHOW,2017,24,comedy,91,2.0,6.7,7550.0,8.196,7.1,9,0.022292220482381074
1994,Hitler's Circle of Evil,SHOW,2018,52,documentation,91,1.0,8.0,4322.0,5.542,7.5,23,0.016963451197455785
1995,Haunted,SHOW,2018,25,documentation,92,3.0,4.6,3193.0,19.435,7.0,7,0.016963451197455785
1996,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,MOVIE,2018,94,documentation,92,1.0,7.9,1285.0,3.925,7.7,53,0.016963451197455785
1997,Immortals,SHOW,2018,47,scifi,68,1.0,5.4,3087.0,13.712,6.5,9,0.10741293713508855
1998,The Week Of,MOVIE,2018,116,comedy,92,1.0,5.2,21855.0,10.24,5.4,11,0.022292220482381074
1999,iBoy,MOVIE,2017,90,scifi,91,1.0,6.0,22594.0,14.284,6.0,4,0.10741293713508855
2000,The Standups,SHOW,2017,30,comedy,92,3.0,6.6,1259.0,2.314,5.8,12,0.022292220482381074
2001,May the Devil Take You,MOVIE,2018,110,thriller,35,1.0,5.9,4249.0,13.478,6.2,22,0.08545452338467888
2002,The Bride of Habaek,SHOW,2017,67,drama,63,1.0,6.9,2819.0,60.517,7.3,19,0.03650024883774565
2003,The Breaker Upperers,MOVIE,2018,82,comedy,80,1.0,5.9,6123.0,7.605,5.2,20,0.022292220482381074
2004,When Heroes Fly,SHOW,2018,48,war,55,1.0,7.2,3184.0,12.196,7.2,15,0.11031402109658546
2005,El Chapo,SHOW,2017,44,drama,92,3.0,7.8,18229.0,114.888,7.5,8,0.03650024883774565
2006,If I Hadn't Met You,SHOW,2018,52,thriller,60,1.0,7.7,2283.0,4.495,6.9,19,0.08545452338467888
2007,What the Health,MOVIE,2017,97,documentation,92,1.0,7.4,28911.0,8.27,7.0,15,0.016963451197455785
2008,Hi Score Girl,SHOW,2018,27,comedy,74,2.0,8.0,2002.0,13.722,8.2,13,0.022292220482381074
2009,The Long Dumb Road,MOVIE,2018,90,comedy,92,1.0,6.1,3220.0,3.823,5.6,18,0.022292220482381074
2010,Long Shot,MOVIE,2017,40,documentation,92,1.0,7.4,7857.0,4.708,7.3,9,0.016963451197455785
2011,Dude,MOVIE,2018,90,comedy,92,1.0,5.2,6873.0,10.798,5.5,4,0.022292220482381074
2012,The Debt Collector,MOVIE,2018,95,action,92,1.0,5.8,7541.0,29.382,5.9,18,0.061918114174040764
2013,Sugar Rush,SHOW,2018,51,reality,92,3.0,7.0,1516.0,8.74,7.0,10,0.009158442882633552
2014,The Casketeers,SHOW,2018,22,reality,80,5.0,7.4,459.0,3.095,6.3,14,0.009158442882633552
2015,Handsome Devil,MOVIE,2017,95,drama,70,1.0,7.0,14290.0,12.021,7.1,14,0.03650024883774565
2016,Win It All,MOVIE,2017,88,comedy,92,1.0,6.2,9309.0,5.181,5.7,10,0.022292220482381074
2017,Tottaa Pataaka Item Maal,MOVIE,2018,107,drama,75,1.0,7.6,7911.0,3.231,5.0,24,0.03650024883774565
2018,Trolls Holiday,MOVIE,2017,26,fantasy,21,1.0,6.1,2764.0,21.838,6.7,14,0.055241979534612726
2019,Joan Didion: The Center Will Not Hold,MOVIE,2017,92,documentation,92,1.0,7.4,2622.0,5.069,7.1,37,0.016963451197455785
2020,The Guest,SHOW,2018,66,drama,63,1.0,8.1,1578.0,7.293,8.2,9,0.03650024883774565
2021,The Incredible Jessica James,MOVIE,2017,83,romance,92,1.0,6.5,7667.0,9.638,6.2,28,0.0394984402121797
2022,Siberia,MOVIE,2018,104,romance,84,1.0,4.3,15369.0,22.0,4.8,7,0.0394984402121797
2023,Ugly Delicious,SHOW,2018,51,documentation,92,2.0,7.8,3539.0,4.452,7.4,14,0.016963451197455785
2024,The Resistance Banker,MOVIE,2018,124,drama,46,1.0,6.9,9470.0,12.425,6.7,21,0.03650024883774565
2025,John Mulaney: Kid Gorgeous at Radio City,MOVIE,2018,64,comedy,92,1.0,7.9,7933.0,5.009,8.0,40,0.022292220482381074
2026,Girlboss,SHOW,2017,27,comedy,92,1.0,6.9,17848.0,10.009,6.7,8,0.022292220482381074
2027,Because This Is My First Life,SHOW,2017,69,drama,63,1.0,8.1,4656.0,17.121,8.6,29,0.03650024883774565
2028,Just Between Lovers,SHOW,2017,73,drama,63,1.0,8.2,1979.0,20.502,8.2,19,0.03650024883774565
2029,The Saint,MOVIE,2017,92,crime,92,1.0,4.9,6669.0,19.06,5.3,9,0.05329376206256145
2030,In Darkness,MOVIE,2018,100,thriller,91,1.0,5.7,13248.0,14.317,6.0,11,0.08545452338467888
2031,The Innocents,SHOW,2018,46,scifi,91,2.0,6.2,5804.0,20.691,6.1,13,0.10741293713508855
2032,Transformers: Rescue Bots Academy,SHOW,2018,12,animation,21,2.0,6.2,108.0,2.572,10.0,33,0.006979595304856584
2033,Bill Nye Saves the World,SHOW,2017,32,comedy,92,3.0,3.5,7233.0,8.356,3.7,24,0.022292220482381074
2034,I Am a Killer,SHOW,2018,50,documentation,91,3.0,7.4,3977.0,5.641,7.2,13,0.016963451197455785
2035,Sierra Burgess Is a Loser,MOVIE,2018,105,romance,92,1.0,5.8,38841.0,14.072,6.3,25,0.0394984402121797
2036,Sad Hill Unearthed,MOVIE,2017,86,documentation,60,1.0,7.4,1613.0,6.121,7.0,18,0.016963451197455785
2037,Ibiza,MOVIE,2018,94,comedy,92,1.0,5.2,17517.0,9.813,5.7,5,0.022292220482381074
2038,Shimmer Lake,MOVIE,2017,83,thriller,84,1.0,6.3,14098.0,20.508,5.9,12,0.08545452338467888
2039,Suburra: Blood on Rome,SHOW,2017,48,drama,71,3.0,7.9,14528.0,23.46,7.463,22,0.03650024883774565
2040,Hey Arnold! The Jungle Movie,MOVIE,2017,81,animation,92,1.0,7.5,3183.0,16.413,7.7,28,0.006979595304856584
2041,Tabula Rasa,SHOW,2017,52,drama,76,1.0,8.0,10233.0,7.903,7.8,11,0.03650024883774565
2042,Spirit: Riding Free,SHOW,2017,23,action,92,11.0,6.4,1012.0,15.689,8.3,19,0.061918114174040764
2043,Little Witch Academia,SHOW,2017,25,scifi,74,1.0,7.9,3147.0,13.06,8.3,21,0.10741293713508855
2044,Fullmetal Alchemist,MOVIE,2017,135,fantasy,74,1.0,5.2,19493.0,15.705,5.3,19,0.055241979534612726
2045,Animal World,MOVIE,2018,125,thriller,58,1.0,6.4,4447.0,24.922,7.2,12,0.08545452338467888
2046,The Good Cop,SHOW,2018,46,drama,92,1.0,6.9,5732.0,8.714,6.4,12,0.03650024883774565
2047,The Protector,SHOW,2018,44,action,68,4.0,6.5,34629.0,24.058,7.3,13,0.061918114174040764
2048,Wheelman,MOVIE,2017,82,action,92,1.0,6.4,20351.0,15.282,6.1,8,0.061918114174040764
2049,Pop Team Epic,SHOW,2018,23,comedy,74,2.0,6.9,844.0,7.074,7.3,13,0.022292220482381074
2050,Voice,SHOW,2017,63,crime,63,4.0,7.6,1994.0,17.025,6.9,5,0.05329376206256145
2051,Cristela Alonzo: Lower Classy,MOVIE,2017,66,comedy,92,1.0,6.4,845.0,3.336,6.2,29,0.022292220482381074
2052,Brain on Fire,MOVIE,2017,88,drama,84,1.0,6.6,21444.0,12.009,7.1,13,0.03650024883774565
2053,Patriot Act with Hasan Minhaj,SHOW,2018,25,comedy,92,6.0,8.2,7327.0,9.203,7.3,29,0.022292220482381074
2054,Bleach,MOVIE,2018,108,fantasy,74,1.0,6.4,11406.0,25.802,6.6,6,0.055241979534612726
2055,The Epic Tales of Captain Underpants,SHOW,2018,24,animation,92,4.0,6.6,931.0,11.851,8.5,36,0.006979595304856584
2056,The Mire,SHOW,2018,54,drama,54,2.0,7.0,4355.0,13.039,6.8,8,0.03650024883774565
2057,You Get Me,MOVIE,2017,89,thriller,92,1.0,4.7,12740.0,20.089,5.6,10,0.08545452338467888
2058,Rotten,SHOW,2018,56,documentation,92,2.0,7.2,3716.0,6.812,7.4,6,0.016963451197455785
2059,Murder Mountain,SHOW,2018,43,crime,92,1.0,6.8,3134.0,2.589,6.9,15,0.05329376206256145
2060,"My Teacher, My Obsession",MOVIE,2018,105,thriller,92,1.0,4.4,2354.0,25.407,5.0,24,0.08545452338467888
2061,Voyeur,MOVIE,2017,95,documentation,92,1.0,6.1,6097.0,9.593,6.0,6,0.016963451197455785
2062,Bathtubs Over Broadway,MOVIE,2018,87,comedy,92,1.0,7.6,1089.0,2.742,8.0,22,0.022292220482381074
2063,Scissor Seven,SHOW,2018,16,comedy,58,3.0,8.6,311.0,82.499,8.9,13,0.022292220482381074
2064,Psychokinesis,MOVIE,2018,101,fantasy,63,1.0,5.9,5643.0,23.968,6.157,13,0.055241979534612726
2065,Alexa & Katie,SHOW,2018,25,comedy,92,4.0,7.4,4885.0,32.166,8.3,13,0.022292220482381074
2066,Chip and Potato,SHOW,2018,17,animation,92,3.0,6.3,158.0,8.971,9.8,15,0.006979595304856584
2067,Adam Sandler: 100% Fresh,MOVIE,2018,73,comedy,92,1.0,7.5,5178.0,12.969,7.3,24,0.022292220482381074
2068,Girl from Nowhere,SHOW,2018,44,drama,34,2.0,7.6,4201.0,45.88,8.5,17,0.03650024883774565
2069,Girl,MOVIE,2018,105,drama,46,1.0,7.1,14356.0,15.457,7.2,4,0.03650024883774565
2070,The Polka King,MOVIE,2017,95,comedy,92,1.0,5.9,10568.0,8.066,5.515,14,0.022292220482381074
2071,The House of Flowers,SHOW,2018,31,comedy,51,3.0,7.6,7813.0,31.664,7.8,20,0.022292220482381074
2072,Blame!,MOVIE,2017,106,scifi,74,1.0,6.6,8044.0,31.452,6.4,6,0.10741293713508855
2073,First They Killed My Father,MOVIE,2017,136,war,92,1.0,7.2,17871.0,11.844,7.4,27,0.11031402109658546
2074,The Magic School Bus Rides Again,SHOW,2017,25,animation,92,3.0,6.2,825.0,10.885,6.3,32,0.006979595304856584
2075,MFKZ,MOVIE,2018,95,scifi,77,1.0,6.7,4412.0,7.664,7.1,4,0.10741293713508855
2076,The Worst Witch,SHOW,2017,28,scifi,91,4.0,7.2,2437.0,49.402,7.7,15,0.10741293713508855
2077,Dogs,SHOW,2018,50,documentation,92,2.0,8.0,1282.0,3.54,8.3,4,0.016963451197455785
2078,Magic for Humans,SHOW,2018,23,reality,92,3.0,7.1,3346.0,6.964,6.7,16,0.009158442882633552
2079,QB1: Beyond the Lights,SHOW,2017,32,drama,92,3.0,7.7,905.0,2.01,7.0,22,0.03650024883774565
2080,Show Dogs,MOVIE,2018,92,comedy,92,1.0,3.8,4704.0,11.664,6.1,9,0.022292220482381074
2081,Black Earth Rising,SHOW,2018,59,drama,91,1.0,7.4,4917.0,5.831,7.1,18,0.03650024883774565
2082,7 Days Out,SHOW,2018,47,documentation,92,1.0,6.7,544.0,0.663,9.0,10,0.016963451197455785
2083,Girlfriend's Day,MOVIE,2017,70,comedy,92,1.0,5.2,4381.0,8.861,4.8,16,0.022292220482381074
2084,Welcome to the Family,SHOW,2018,48,comedy,60,2.0,6.6,455.0,5.935,7.4,21,0.022292220482381074
2085,The Resurrection of Gavin Stone,MOVIE,2017,91,drama,92,1.0,6.2,2269.0,3.2,6.3,31,0.03650024883774565
2086,3Below: Tales of Arcadia,SHOW,2018,22,scifi,92,2.0,7.7,6158.0,27.194,7.7,24,0.10741293713508855
2087,A Love So Beautiful,SHOW,2017,41,comedy,58,1.0,8.0,1420.0,42.708,8.4,19,0.022292220482381074
2089,One of Us,MOVIE,2017,95,documentation,92,1.0,7.0,6574.0,7.349,6.9,9,0.016963451197455785
2090,Taylor Swift: Reputation Stadium Tour,MOVIE,2018,125,music,92,1.0,8.3,5435.0,14.519,8.2,37,0.0157071240425816
2091,Cathedral of the Sea,SHOW,2018,57,drama,60,1.0,7.4,4450.0,13.03,7.1,20,0.03650024883774565
2092,Signs,SHOW,2018,46,crime,54,2.0,6.3,1676.0,8.337,7.0,5,0.05329376206256145
2093,Bonus Family,SHOW,2017,44,drama,66,4.0,2.9,16.0,11.3,7.3,12,0.03650024883774565
2094,Nicky Jam: El Ganador,SHOW,2018,44,drama,82,1.0,7.7,1151.0,27.568,7.3,21,0.03650024883774565
2095,Godzilla: Planet of the Monsters,MOVIE,2017,89,scifi,74,1.0,6.0,8548.0,15.942,6.3,32,0.10741293713508855
2096,Like Father,MOVIE,2018,103,drama,92,1.0,6.1,21378.0,8.815,6.3,11,0.03650024883774565
2097,Black,SHOW,2017,78,scifi,63,2.0,7.9,3891.0,39.083,8.0,5,0.10741293713508855
2098,Fireworks,MOVIE,2017,90,drama,74,1.0,5.6,3147.0,56.866,6.5,9,0.03650024883774565
2099,She's Gotta Have It,SHOW,2017,35,comedy,92,2.0,6.7,4695.0,6.031,6.6,19,0.022292220482381074
2100,Godzilla: The Planet Eater,MOVIE,2018,91,scifi,74,1.0,5.0,4196.0,34.899,6.5,26,0.10741293713508855
2101,Amar,MOVIE,2017,105,romance,92,1.0,5.1,4459.0,5.105,5.0,4,0.0394984402121797
2102,Birth of the Dragon,MOVIE,2017,103,drama,92,1.0,5.6,8220.0,23.051,5.8,19,0.03650024883774565
2103,Outside In,MOVIE,2018,109,drama,92,1.0,6.7,4768.0,6.488,6.232,10,0.03650024883774565
2104,Borderliner,SHOW,2017,49,drama,72,1.0,6.7,4096.0,7.204,6.4,11,0.03650024883774565
2106,Lu Over the Wall,MOVIE,2017,117,animation,74,1.0,6.8,2269.0,8.944,7.0,16,0.006979595304856584
2107,Memories of the Alhambra,SHOW,2018,65,scifi,63,1.0,7.8,5537.0,12.047,7.9,24,0.10741293713508855
2108,Irreplaceable You,MOVIE,2018,96,drama,92,1.0,6.4,9583.0,11.732,7.0,17,0.03650024883774565
2109,Chosen,SHOW,2018,71,action,58,2.0,5.2,127.0,1.566,6.5,6,0.061918114174040764
2110,The Royal House of Windsor,SHOW,2017,49,documentation,91,1.0,7.3,1574.0,4.357,7.4,26,0.016963451197455785
2111,The Confession Tapes,SHOW,2017,45,documentation,92,2.0,7.5,5358.0,3.917,7.4,20,0.016963451197455785
2112,Ad Vitam,SHOW,2018,52,scifi,77,1.0,6.4,1671.0,5.334,5.8,8,0.10741293713508855
2113,Sandy Wexler,MOVIE,2017,130,comedy,92,1.0,5.2,17039.0,15.142,5.5,12,0.022292220482381074
2114,Alex Strangelove,MOVIE,2018,99,comedy,92,1.0,6.3,17746.0,16.093,6.6,16,0.022292220482381074
2115,Gaga: Five Foot Two,MOVIE,2017,100,music,92,1.0,7.0,12937.0,8.707,7.5,19,0.0157071240425816
2116,Free Rein,SHOW,2017,28,action,92,3.0,7.0,2110.0,31.038,7.8,9,0.061918114174040764
2117,The Indian Detective,SHOW,2017,43,crime,84,1.0,6.5,3123.0,4.954,6.5,20,0.05329376206256145
2118,Sacred Games,SHOW,2018,50,action,75,2.0,8.5,86279.0,14.613,8.1,12,0.061918114174040764
2119,Get Me Roger Stone,MOVIE,2017,100,documentation,92,1.0,7.3,7408.0,6.022,7.0,18,0.016963451197455785
2120,The Queen of Flow,SHOW,2018,45,drama,22,2.0,7.7,1247.0,257.952,8.0,17,0.03650024883774565
2121,River's Edge,MOVIE,2018,118,drama,74,1.0,6.2,952.0,4.043,5.8,12,0.03650024883774565
2122,Dogs of Berlin,SHOW,2018,60,crime,89,1.0,7.5,12617.0,10.83,7.4,14,0.05329376206256145
2123,Animal Crackers,MOVIE,2017,105,animation,58,1.0,5.8,3422.0,32.235,6.3,15,0.006979595304856584
